,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
2169,3,296.0,0,0.0,9,394.5,0.0,0.005555556,28.39833333,0.0,May,2,2,8,2,New_Visitor,True,True
2171,0,0.0,0,0.0,21,452.797619,0.0,0.023,16.82505,0.0,May,1,1,1,4,Returning_Visitor,False,True
2174,3,168.75,0,0.0,36,1262.833333,0.0,0.004054054,20.39448649,0.0,May,2,2,3,4,Returning_Visitor,True,True
2178,3,430.8333333,1,262.0,49,2338.567766,0.023529412,0.028907563,9.609529412,0.6,May,3,2,4,4,Returning_Visitor,False,True
2181,7,150.5,0,0.0,28,549.0833333,0.0,0.013571429,2.663333333,0.0,May,1,1,1,2,Returning_Visitor,False,True
2188,5,724.5,0,0.0,23,867.3333333,0.0,0.000826446,59.988,0.0,May,1,1,1,2,Returning_Visitor,False,True
2202,9,357.25,3,115.0,45,2889.25,0.0,0.007,54.9759,0.0,May,2,2,1,4,Returning_Visitor,False,True
2213,9,329.297619,1,75.0,32,1888.547619,0.010810811,0.025900901,24.63837838,0.0,May,1,1,9,4,Returning_Visitor,True,True
2215,2,47.0,0,0.0,42,1528.382468,0.0,0.004761905,17.69657143,1.0,May,1,1,1,4,New_Visitor,True,True
2219,6,89.0,3,12.0,75,5378.045851,0.02013261,0.0464397,4.374401266,0.2,May,2,2,8,3,Returning_Visitor,False,True
2243,4,32.66666667,0,0.0,34,1378.966667,0.007894737,0.01716792,18.46989474,0.0,May,3,2,1,4,Returning_Visitor,True,True
2247,10,295.6940559,0,0.0,29,785.474359,0.0,0.001481481,34.99166667,0.0,May,2,2,5,4,Returning_Visitor,True,True
2251,0,0.0,1,48.0,32,1808.333333,0.05,0.075208333,12.484125,0.4,May,3,2,8,1,Returning_Visitor,False,True
2258,1,35.0,1,49.5,11,1464.0,0.0,0.020512821,32.946,0.2,May,2,2,4,4,Returning_Visitor,False,True
2259,0,0.0,2,236.0,66,1483.55,0.0,0.006153846,143.2115385,0.0,May,2,4,3,3,Returning_Visitor,True,True
2267,1,25.0,0,0.0,35,1570.5,0.0,0.002941176,13.07329412,0.0,May,2,2,6,4,Returning_Visitor,True,True
2271,1,13.0,0,0.0,15,524.5,0.0,0.013333333,33.9612,0.0,May,3,2,1,6,Returning_Visitor,False,True
2278,4,309.0,0,0.0,27,877.5,0.0,0.007407407,44.47733333,0.0,May,1,1,1,4,New_Visitor,False,True
2281,0,0.0,1,51.0,29,1225.5,0.0,0.010344828,25.90331034,0.0,May,4,2,1,4,New_Visitor,False,True
2290,2,29.33333333,0,0.0,98,2680.828571,0.009183673,0.014160401,16.04860714,0.0,May,3,2,3,13,Returning_Visitor,False,True
2301,3,44.0,4,1636.0,49,4945.083333,0.009259259,0.029444444,6.165,0.8,May,2,2,2,4,Returning_Visitor,False,True
2304,0,0.0,0,0.0,20,528.0,0.0,0.0075,31.1904,0.6,May,2,2,1,4,New_Visitor,False,True
2319,8,119.0,0,0.0,31,1273.875,0.0,0.003921569,12.63441176,0.0,May,2,4,1,3,New_Visitor,False,True
2335,4,92.25,1,0.0,47,1506.220833,0.0,0.025596405,8.011553351,0.4,May,2,2,1,2,Returning_Visitor,False,True
2340,0,0.0,1,257.0,31,1906.8,0.01875,0.048125,22.62989583,0.4,May,2,2,2,11,Returning_Visitor,False,True
2359,2,61.16666667,0,0.0,47,901.25,0.008333333,0.025,32.799375,0.0,May,2,4,6,4,Returning_Visitor,False,True
2360,2,39.5,1,161.0,34,1406.209524,0.010810811,0.021212121,23.60518919,0.2,May,2,2,8,4,Returning_Visitor,False,True
2384,3,42.33333333,0,0.0,64,2471.391775,0.005555556,0.020580808,6.221045455,0.6,May,2,2,2,4,Returning_Visitor,False,True
2392,0,0.0,0,0.0,3,127.0,0.0,0.066666667,65.988,0.0,May,2,2,1,11,Returning_Visitor,False,True
2395,3,65.16666667,2,16.0,23,599.3333333,0.008333333,0.016666667,5.4945,0.0,May,1,8,2,11,Returning_Visitor,True,True
2412,0,0.0,0,0.0,12,499.0,0.0,0.018181818,86.388,0.0,May,2,2,6,2,New_Visitor,True,True
2419,4,69.0,1,0.0,19,580.5,0.010526316,0.049122807,22.32934737,0.0,May,2,2,1,3,Returning_Visitor,True,True
2466,0,0.0,2,499.0,12,755.0,0.0,0.015384615,71.488,0.0,May,2,5,2,2,New_Visitor,False,True
2473,14,662.5357143,2,58.0,41,854.2863248,0.01875,0.021194084,10.17225,0.0,May,3,2,4,4,Returning_Visitor,True,True
2482,0,0.0,0,0.0,12,554.5,0.0,0.018181818,49.62545455,0.0,May,2,4,5,2,New_Visitor,False,True
2497,1,337.0,1,39.0,16,630.5,0.0,0.00625,28.794,0.0,May,3,2,1,11,Returning_Visitor,True,True
2529,1,47.16666667,1,3.0,42,1462.659125,0.004651163,0.019047619,7.734903101,0.0,May,2,2,6,4,Returning_Visitor,False,True
2539,8,121.6666667,2,62.0,30,1688.72619,0.0,0.011764706,15.08488235,0.0,May,2,2,3,2,Returning_Visitor,False,True
2553,4,70.83333333,1,30.0,27,1150.192063,0.003125,0.0125,23.554375,0.0,May,2,2,1,2,Returning_Visitor,False,True
2557,10,252.5,2,506.0,14,289.6666667,0.0,0.021212121,29.77418182,0.0,May,2,4,4,2,Returning_Visitor,False,True
2579,3,189.0,1,32.0,26,1517.9,0.0,0.007142857,34.34857143,0.0,May,2,2,7,1,New_Visitor,False,True
2583,0,0.0,0,0.0,9,464.0,0.0,0.022222222,29.31555556,0.0,May,2,2,1,2,Returning_Visitor,False,True
2589,2,101.5,0,0.0,16,692.6666667,0.0,0.0125,146.23875,0.0,May,2,2,5,2,New_Visitor,False,True
2598,0,0.0,0,0.0,37,607.4666667,0.0,0.002777778,39.97777778,0.0,May,1,1,1,2,Returning_Visitor,True,True
2602,7,114.25,1,17.33333333,25,874.5833333,0.0,0.012345679,54.33103704,0.0,May,2,5,2,4,Returning_Visitor,True,True
2604,2,100.0,0,0.0,22,639.5,0.0,0.008695652,101.3721739,0.0,May,1,1,1,4,Returning_Visitor,True,True
2623,4,248.6666667,3,382.3333333,30,1039.477564,0.004285714,0.007428571,9.511714286,0.0,May,3,2,2,11,Returning_Visitor,False,True
2659,2,77.0,0,0.0,32,1223.416667,0.0,0.010784314,215.0094118,0.0,May,3,2,4,2,Returning_Visitor,False,True
2662,0,0.0,0,0.0,35,897.6666667,0.011764706,0.017016807,5.220705882,0.0,May,3,2,2,3,Returning_Visitor,False,True
2669,0,0.0,0,0.0,25,417.9666667,0.0,0.019230769,4.7095,1.0,May,2,2,9,2,Returning_Visitor,True,True
2687,3,91.83333333,0,0.0,11,534.0,0.015384615,0.015384615,44.29661538,0.0,May,1,1,1,2,New_Visitor,False,True
2708,1,69.5,0,0.0,16,895.8095238,0.0,0.004444444,32.14213333,0.6,May,3,2,2,6,Returning_Visitor,False,True
2717,5,95.325,0,0.0,15,743.6666667,0.01,0.03,19.4281,0.0,May,2,2,1,2,Returning_Visitor,False,True
2721,1,0.0,0,0.0,19,2236.9,0.0,0.027777778,19.59533333,0.0,May,4,1,2,4,Returning_Visitor,True,True
2741,6,61.66666667,0,0.0,18,397.6666667,0.0,0.011904762,12.55885714,0.0,May,2,2,1,4,Returning_Visitor,False,True
2746,8,79.16666667,2,45.0,62,3657.101515,0.000952381,0.020897436,9.027320816,0.0,May,2,7,4,4,Returning_Visitor,False,True
2755,4,61.0,0,0.0,16,502.5,0.0,0.00952381,71.944,0.0,May,4,1,2,3,Returning_Visitor,True,True
2765,6,86.5,1,2.0,39,1050.708333,0.021162791,0.018042396,13.40298256,0.0,May,3,2,6,3,Returning_Visitor,False,True
2767,0,0.0,0,0.0,35,1386.716667,0.02,0.039269841,14.96432,0.0,May,1,8,4,20,Returning_Visitor,True,True
2769,0,0.0,0,0.0,27,2514.25,0.0,0.006666667,31.40784,0.0,May,2,2,3,5,New_Visitor,False,True
2779,3,69.0,0,0.0,37,769.0,0.0,0.004273504,47.93128205,0.0,May,3,2,3,2,New_Visitor,True,True
2782,5,230.25,2,135.0,27,517.3928571,0.0,0.011458333,30.269375,0.0,May,2,2,4,2,New_Visitor,True,True
2784,0,0.0,1,165.0,12,833.0,0.016666667,0.02,34.4925,0.8,May,3,2,8,4,Returning_Visitor,False,True
2785,0,0.0,0,0.0,25,319.3333333,0.016666667,0.036666667,10.4445,0.0,May,2,5,5,1,Returning_Visitor,False,True
2789,0,0.0,0,0.0,14,838.55,0.0,0.016783217,55.23646154,0.0,May,1,1,3,4,Returning_Visitor,False,True
2794,0,0.0,0,0.0,8,149.0,0.0,0.033333333,64.788,0.0,May,2,2,1,2,Returning_Visitor,False,True
2801,0,0.0,1,25.0,15,412.8333333,0.0,0.006666667,29.848,0.0,May,2,4,1,4,New_Visitor,False,True
2810,1,41.33333333,0,0.0,44,3227.5,0.0,0.004651163,28.53153488,0.6,May,2,2,4,13,Returning_Visitor,False,True
2813,1,25.75,3,189.5,22,2297.801282,0.01474359,0.017435897,18.99561538,0.4,May,3,2,1,13,Returning_Visitor,False,True
2817,3,52.0,0,0.0,56,2145.563492,0.011403509,0.025292398,13.11733918,0.0,May,2,2,1,14,Returning_Visitor,False,True
2829,0,0.0,0,0.0,50,2617.233333,0.0,0.001360544,53.22881633,0.0,May,4,1,3,2,New_Visitor,True,True
2837,1,7.0,0,0.0,20,887.5833333,0.0,0.016140351,34.25336842,0.0,May,2,2,3,11,Returning_Visitor,False,True
2842,3,52.33333333,5,81.5,23,541.6666667,0.001111111,0.047074074,10.64805714,0.0,May,4,1,1,4,Returning_Visitor,False,True
2860,6,66.77272727,1,83.0,62,2050.395743,0.005882353,0.012789661,17.07978235,0.2,May,3,2,4,4,Returning_Visitor,False,True
2873,0,0.0,0,0.0,10,724.0,0.0,0.022222222,97.98,0.0,May,1,1,4,2,New_Visitor,True,True
2884,4,91.0,2,39.0,16,1280.166667,0.0,0.004761905,39.81885714,0.0,May,2,4,4,4,New_Visitor,False,True
2901,6,57.5,0,0.0,66,1285.548533,0.004109589,0.018513906,20.97239726,0.0,May,2,2,1,6,Returning_Visitor,False,True
2902,5,102.0676923,2,16.0,142,6223.870847,0.0,0.006649462,15.47720763,0.0,May,2,2,3,2,Returning_Visitor,True,True
2905,14,578.5,2,913.0,31,699.5,0.0,0.005896806,22.58886486,0.0,May,2,2,3,4,Returning_Visitor,True,True
2913,0,0.0,0,0.0,36,808.0833333,0.0,0.007619048,53.10142857,0.0,May,2,2,6,4,Returning_Visitor,False,True
2925,3,55.0,0,0.0,19,436.0,0.0,0.013636364,49.54827273,0.0,May,2,2,4,2,Returning_Visitor,True,True
2927,0,0.0,1,44.0,14,549.5,0.0,0.013333333,43.252,0.2,May,2,4,1,2,New_Visitor,False,True
2932,1,29.0,2,149.0,11,561.55,0.014285714,0.038571429,10.02085714,0.6,May,3,2,1,4,Returning_Visitor,False,True
2942,8,102.0,0,0.0,83,1495.580952,0.0,0.002298851,82.12367816,0.0,May,4,1,7,4,New_Visitor,True,True
2950,0,0.0,0,0.0,22,355.6666667,0.047619048,0.051428571,25.194,0.8,May,2,2,3,4,Returning_Visitor,False,True
2968,8,249.0,1,36.33333333,31,1124.916667,0.0,0.014672365,18.08584615,0.0,May,2,4,5,5,New_Visitor,False,True
2975,0,0.0,1,0.0,57,1190.548851,0.007017544,0.027309942,17.16745965,0.6,May,2,2,1,6,Returning_Visitor,False,True
2990,0,0.0,0,0.0,28,1384.071429,0.007142857,0.032380952,11.01942857,0.0,May,2,4,3,2,Returning_Visitor,False,True
2993,2,74.0,0,0.0,30,1708.083333,0.006666667,0.013333333,16.1892,0.0,May,2,2,7,1,Returning_Visitor,True,True
3014,1,9.0,0,0.0,11,467.0,0.0,0.02,79.182,0.0,May,2,4,1,1,Returning_Visitor,False,True
3021,3,53.25,1,77.0,198,3057.809524,0.0,0.002734559,11.97910693,0.0,May,4,1,5,1,Returning_Visitor,True,True
3029,5,497.75,1,10.0,51,4977.85,0.0,0.015536723,15.35760339,0.0,May,2,2,1,5,Returning_Visitor,False,True
3037,3,40.0,0,0.0,19,1051.5,0.008333333,0.030555556,12.18,0.6,May,1,1,4,3,Returning_Visitor,False,True
3040,1,41.0,0,0.0,37,1501.166667,0.0,0.019298246,15.249,0.4,May,2,6,1,3,Returning_Visitor,False,True
3064,0,0.0,1,55.0,63,1462.45,0.0,0.003225806,22.088,0.0,May,2,2,1,5,New_Visitor,False,True
3076,1,537.0,0,0.0,14,1383.5,0.0,0.030769231,9.407538462,0.0,May,2,2,3,1,Returning_Visitor,False,True
3094,5,766.8333333,0,0.0,37,1133.016667,0.0,0.013846154,49.66307692,0.0,May,4,2,4,2,Returning_Visitor,False,True
3110,0,0.0,0,0.0,13,303.4,0.0,0.016666667,239.98,0.0,May,2,2,5,2,Returning_Visitor,False,True
3120,0,0.0,0,0.0,22,346.8333333,0.038095238,0.057142857,12.55885714,0.0,May,2,2,7,2,Returning_Visitor,False,True
3129,1,294.0,0,0.0,12,936.0,0.0,0.036363636,26.22981818,0.0,May,2,2,1,4,Returning_Visitor,True,True
3130,2,28.0,0,0.0,42,1329.666667,0.0,0.002325581,80.04344186,0.0,May,2,2,1,4,Returning_Visitor,True,True
3133,0,0.0,2,76.0,35,2068.928571,0.0,0.014285714,39.27145714,0.0,May,2,6,6,6,Returning_Visitor,False,True
3149,8,236.8333333,0,0.0,20,411.3888889,0.00952381,0.016825397,17.39171429,0.0,May,3,2,3,3,Returning_Visitor,True,True
3153,5,244.5,0,0.0,21,998.4,0.004,0.008666667,41.86896,0.0,May,3,3,1,4,Returning_Visitor,False,True
3164,9,269.8,0,0.0,112,2478.622727,0.0,0.004005848,60.43385263,0.2,May,2,2,4,3,Returning_Visitor,False,True
3171,4,98.0,4,216.0,17,1243.5,0.0,0.008695652,32.80852174,0.0,May,1,1,2,2,New_Visitor,False,True
3184,1,76.0,0,0.0,19,1263.333333,0.011764706,0.023529412,60.34235294,0.6,May,2,2,1,3,Returning_Visitor,False,True
3190,1,24.0,0,0.0,15,496.75,0.0,0.00625,115.48625,0.0,May,2,2,3,2,Returning_Visitor,False,True
3193,4,38.0,3,909.0,23,542.3333333,0.0,0.015306122,25.41321429,0.6,May,2,6,1,2,Returning_Visitor,False,True
3194,0,0.0,0,0.0,10,342.1666667,0.0,0.022222222,51.176,0.0,May,2,2,1,1,Returning_Visitor,False,True
3202,8,192.5555556,1,91.0,109,2926.431962,0.0,0.001851852,12.8915,0.0,May,4,1,1,3,New_Visitor,False,True
3219,3,509.6666667,0,0.0,19,976.3382353,0.0,0.010454545,23.62159091,0.0,May,1,1,1,2,Returning_Visitor,True,True
3220,6,111.0,0,0.0,13,522.0,0.0,0.011111111,36.65444444,0.0,May,2,2,2,2,New_Visitor,False,True
3240,2,566.0,0,0.0,11,574.3333333,0.0,0.015277778,34.26077778,0.4,May,1,1,8,2,Returning_Visitor,False,True
3284,2,32.0,0,0.0,30,1407.5,0.006451613,0.02516129,15.51193548,0.0,May,2,2,1,13,Returning_Visitor,False,True
3293,9,174.475,0,0.0,43,895.9731685,0.0,0.009929078,30.66624113,0.0,May,1,2,6,2,Returning_Visitor,False,True
3307,0,0.0,0,0.0,7,578.2,0.0,0.033333333,58.488,0.0,May,2,5,3,6,Returning_Visitor,True,True
3312,0,0.0,0,0.0,8,240.0,0.0,0.028571429,58.788,0.2,May,2,2,3,2,New_Visitor,False,True
3317,0,0.0,0,0.0,14,354.25,0.0,0.015384615,124.032,0.0,May,1,1,6,5,New_Visitor,False,True
3320,1,32.0,0,0.0,9,455.0,0.0,0.022222222,18.65333333,0.0,May,2,2,8,2,Returning_Visitor,True,True
3338,8,656.0,1,9.0,39,1390.866667,0.0,0.009302326,63.39474419,0.0,May,2,5,3,2,New_Visitor,False,True
3340,1,6.0,1,7.0,25,591.8928571,0.0,0.020833333,165.6204667,0.0,May,1,1,8,4,Returning_Visitor,True,True
3341,4,319.0,1,21.5,33,1829.183333,0.0,0.017619048,16.07106667,0.6,May,2,4,7,2,Returning_Visitor,False,True
3345,0,0.0,3,341.3333333,59,2946.6,0.003278689,0.007962529,9.380377049,0.0,May,1,1,6,2,Returning_Visitor,True,True
3355,2,50.5,0,0.0,14,689.3833333,0.0,0.013333333,100.7776,0.0,May,2,2,3,2,Returning_Visitor,False,True
3360,3,105.0,0,0.0,34,603.7071429,0.0,0.003714286,14.75710476,0.0,May,1,1,1,3,Returning_Visitor,False,True
3373,0,0.0,0,0.0,24,676.1666667,0.0,0.008333333,2.705833333,0.0,May,2,2,6,4,Returning_Visitor,True,True
3377,1,5.0,1,292.0,35,1916.9,0.0,0.015555556,11.19189333,0.2,May,2,10,6,3,Returning_Visitor,False,True
3380,1,4.0,0,0.0,18,631.6666667,0.0,0.027777778,56.32466667,0.0,May,2,2,1,3,Returning_Visitor,False,True
3381,0,0.0,0,0.0,14,1340.75,0.0,0.015384615,57.58892308,0.6,May,4,1,3,4,New_Visitor,False,True
3393,0,0.0,1,19.0,27,1523.05,0.0,0.001851852,22.12888889,0.0,May,1,1,1,4,Returning_Visitor,False,True
3397,2,59.5,1,20.0,96,5604.977381,0.004888889,0.016624762,5.344898889,0.0,May,2,7,1,6,Returning_Visitor,False,True
3398,11,336.5,0,0.0,40,1239.949603,0.025,0.026035354,6.1287875,0.0,May,2,2,5,3,Returning_Visitor,True,True
3404,0,0.0,0,0.0,16,355.5,0.0,0.014285714,11.13171429,0.0,May,3,2,1,3,New_Visitor,False,True
3420,6,65.0,2,243.0,19,681.6190476,0.0,0.011794872,28.29538462,1.0,May,2,2,1,2,Returning_Visitor,True,True
3425,1,25.0,0,0.0,14,397.0,0.03625,0.047395833,14.9925,0.0,May,1,1,3,3,Returning_Visitor,False,True
3430,2,59.83333333,0,0.0,70,2509.25,0.0,0.006428571,11.28411429,0.0,May,2,2,3,1,Returning_Visitor,False,True
3435,2,38.0,0,0.0,11,713.0,0.0,0.016666667,113.98,0.0,May,2,2,1,2,Returning_Visitor,False,True
3464,1,29.5,0,0.0,29,569.1666667,0.0,0.01957672,12.455,0.0,May,2,2,3,2,Returning_Visitor,False,True
3468,1,32.33333333,1,56.0,62,2414.9,0.0,0.002222222,30.4615873,0.0,May,2,2,9,2,Returning_Visitor,False,True
3488,3,51.5,0,0.0,21,1623.5,0.0,0.005,49.3886,0.6,May,2,4,2,3,New_Visitor,False,True
3505,2,338.0,0,0.0,17,1205.566667,0.0125,0.0375,19.23625,0.8,May,3,2,2,2,Returning_Visitor,False,True
3512,4,324.5,0,0.0,30,1456.783333,0.0,0.009019608,30.01288235,0.0,May,2,2,4,2,Returning_Visitor,False,True
3514,0,0.0,0,0.0,7,604.0,0.0,0.033333333,53.988,0.0,May,2,5,3,2,New_Visitor,False,True
3524,16,284.85,0,0.0,276,4758.380638,0.001034483,0.007306262,27.43209507,0.0,May,4,1,3,1,Returning_Visitor,True,True
3525,0,0.0,1,16.0,8,308.0,0.0,0.025,35.091,0.0,May,2,4,1,2,Returning_Visitor,False,True
3529,4,47.5,0,0.0,16,331.3333333,0.0,0.010526316,254.6071579,0.0,May,2,5,1,2,New_Visitor,False,True
3530,6,108.9166667,0,0.0,24,516.4166667,0.0,0.013333333,8.1816,0.0,May,2,2,1,5,Returning_Visitor,True,True
3537,4,69.0,0,0.0,20,1180.0,0.0,0.009090909,30.52636364,0.0,May,2,2,6,3,Returning_Visitor,False,True
3544,1,82.0,0,0.0,59,1927.122222,0.007909605,0.023728814,23.87629104,0.0,May,2,2,9,13,Returning_Visitor,False,True
3546,0,0.0,0,0.0,9,553.0,0.0,0.025,53.988,0.0,May,1,1,1,4,New_Visitor,False,True
3548,8,176.6666667,2,153.0,27,880.8,0.007291667,0.020192308,8.54525,0.0,May,1,1,2,2,Returning_Visitor,True,True
3551,1,418.0,3,76.0,70,3345.685836,0.002515091,0.007571185,7.204613682,0.0,May,2,10,6,4,Returning_Visitor,False,True
3581,0,0.0,2,109.0,23,1232.733333,0.0,0.012820513,56.35884615,0.0,May,4,2,1,19,Returning_Visitor,True,True
3582,1,41.0,0,0.0,30,1018.0,0.0,0.003448276,54.21806897,0.0,May,2,2,1,2,Returning_Visitor,False,True
3588,1,9.0,0,0.0,12,764.75,0.0,0.023076923,9.641076923,0.4,May,2,2,8,2,New_Visitor,False,True
3594,2,44.33333333,0,0.0,19,813.1,0.0,0.01,20.0031,0.0,May,2,2,1,2,Returning_Visitor,False,True
3602,9,468.3666667,1,88.0,114,3772.405525,0.0,0.001680672,42.41914286,0.0,May,2,2,2,14,Returning_Visitor,True,True
3613,8,132.0,0,0.0,20,413.0,0.011111111,0.027407407,36.51581481,0.0,May,1,1,1,2,Returning_Visitor,False,True
3634,0,0.0,0,0.0,6,399.0,0.033333333,0.022222222,44.99,0.0,May,3,2,2,5,Returning_Visitor,False,True
3664,2,37.5,0,0.0,12,375.0,0.0,0.039583333,43.99,0.0,May,2,2,3,2,Returning_Visitor,False,True
3676,0,0.0,0,0.0,22,892.0,0.0,0.00952381,10.51809524,0.0,May,2,2,7,4,Returning_Visitor,True,True
3688,1,8.0,0,0.0,29,826.85,0.007142857,0.029591837,10.98707143,0.0,May,1,1,3,4,Returning_Visitor,False,True
3702,0,0.0,0,0.0,7,906.0,0.0,0.016666667,14.98333333,0.4,May,4,1,2,2,New_Visitor,False,True
3714,1,7.0,0,0.0,7,151.5,0.0,0.025,50.9925,0.0,May,2,2,1,1,Returning_Visitor,False,True
3741,0,0.0,0,0.0,9,953.8333333,0.0,0.011428571,92.83857143,0.0,May,3,2,1,5,Returning_Visitor,True,True
3772,4,147.5,1,37.5,25,788.2666667,0.007142857,0.028571429,16.70657143,0.0,May,2,2,3,3,Returning_Visitor,False,True
3778,0,0.0,0,0.0,8,123.0,0.0,0.014285714,59.988,0.0,May,2,2,1,2,New_Visitor,False,True
3779,5,131.2,3,27.0,21,893.45,0.017391304,0.020652174,7.091478261,0.0,May,3,2,3,4,Returning_Visitor,True,True
3797,1,53.0,0,0.0,13,417.0,0.0,0.018181818,72.788,0.4,May,1,1,1,3,New_Visitor,False,True
3799,0,0.0,0,0.0,15,789.6666667,0.0,0.014285714,14.55428571,0.0,May,2,2,3,2,Returning_Visitor,False,True
3817,1,51.0,2,176.0,37,1420.733333,0.0,0.012612613,102.3538378,0.0,May,2,5,7,4,Returning_Visitor,True,True
3825,2,72.5,0,0.0,10,1580.0,0.0,0.018181818,100.0963636,0.0,May,2,2,1,2,Returning_Visitor,False,True
3864,0,0.0,5,161.5,60,2789.166667,0.0,0.005026455,31.31885714,0.0,May,2,2,6,2,Returning_Visitor,False,True
3869,2,25.5,0,0.0,13,908.5,0.0,0.013333333,19.78533333,0.0,May,3,2,4,1,Returning_Visitor,True,True
3876,8,294.5,3,231.7,24,1034.583333,0.0,0.015196078,9.877647059,0.0,May,2,4,3,3,Returning_Visitor,False,True
3895,2,235.0,0,0.0,23,1193.0,0.0,0.008333333,45.6125,0.0,May,3,2,7,2,New_Visitor,False,True
3896,9,367.0,0,0.0,85,2387.990657,0.0,0.016080586,3.926014129,0.0,May,3,2,6,4,Returning_Visitor,True,True
3898,4,165.0,0,0.0,59,3096.375,0.007526882,0.019247312,8.126193548,0.0,May,2,2,1,2,Returning_Visitor,False,True
3899,0,0.0,0,0.0,19,1040.2,0.0,0.011111111,115.98,0.0,May,2,2,6,2,New_Visitor,True,True
3917,1,9.0,0,0.0,111,2451.869048,0.0,0.015775776,2.797414715,0.4,May,2,2,8,3,Returning_Visitor,False,True
3920,5,96.25,0,0.0,26,1222.333333,0.0,0.006451613,42.95612903,0.0,May,2,2,1,1,Returning_Visitor,False,True
3934,1,9.0,1,49.0,25,2454.45,0.0,0.015384615,31.75846154,0.0,May,2,2,9,6,Returning_Visitor,False,True
3944,3,64.0,0,0.0,29,619.4,0.0,0.007142857,42.89057143,0.0,May,2,2,1,3,Returning_Visitor,False,True
3947,1,24.5,0,0.0,46,1525.666667,0.0,0.006382979,107.2170213,0.0,May,2,2,2,4,Returning_Visitor,False,True
3951,0,0.0,0,0.0,10,693.5,0.0,0.022222222,40.43377778,0.0,May,2,2,1,4,New_Visitor,False,True
3958,0,0.0,0,0.0,16,953.5,0.0,0.014285714,21.588,0.8,May,2,2,9,4,New_Visitor,False,True
3966,7,78.3,5,120.0,87,1363.263492,0.004301075,0.008090118,30.80927957,0.6,May,2,2,3,2,Returning_Visitor,False,True
3967,4,120.0,4,64.0,52,1859.083333,0.010344828,0.018390805,17.24870115,0.0,May,2,2,2,13,Returning_Visitor,False,True
3969,0,0.0,3,482.3333333,44,2453.75,0.0,0.001111111,48.868,0.0,May,1,1,8,2,Returning_Visitor,True,True
3978,1,15.0,0,0.0,11,224.0,0.016666667,0.022222222,47.65566667,0.0,May,2,5,1,4,Returning_Visitor,False,True
4002,0,0.0,0,0.0,13,1496.833333,0.0,0.015384615,98.13692308,0.0,May,2,4,6,4,New_Visitor,False,True
4005,0,0.0,0,0.0,8,376.3333333,0.0,0.028571429,53.988,0.0,May,2,2,2,4,Returning_Visitor,True,True
4006,0,0.0,0,0.0,24,805.0,0.0,0.008695652,53.988,0.0,May,2,2,1,2,New_Visitor,True,True
4012,4,85.0,0,0.0,22,452.5833333,0.0,0.008333333,107.94,0.0,May,2,2,6,4,New_Visitor,False,True
4031,3,13.0,0,0.0,26,2058.5,0.0,0.039506173,8.887111111,1.0,May,2,2,1,3,Returning_Visitor,True,True
4043,1,4.0,0,0.0,24,957.9,0.025,0.032638889,22.74458333,0.4,May,3,2,6,13,Returning_Visitor,False,True
4048,0,0.0,0,0.0,29,1137.166667,0.0,0.007142857,22.27457143,0.0,May,1,8,1,11,Returning_Visitor,True,True
4049,5,543.0,6,320.5,20,2039.0,0.0,0.016296296,25.38925926,0.0,May,2,2,1,2,Returning_Visitor,False,True
4050,0,0.0,0,0.0,8,222.0,0.0,0.028571429,53.47457143,0.0,May,1,1,1,2,New_Visitor,True,True
4068,7,156.9,0,0.0,32,1123.691667,0.002702703,0.011312741,6.588,0.0,May,3,5,7,2,New_Visitor,False,True
4069,0,0.0,0,0.0,50,1232.02684,0.0,0.001666667,173.4697917,0.0,May,2,2,9,2,New_Visitor,False,True
4070,4,74.21428571,0,0.0,32,1367.630952,0.008928571,0.0203125,50.82975,0.0,May,3,2,1,2,Returning_Visitor,True,True
4072,5,210.7777778,3,215.0,33,1887.694444,0.008571429,0.032380952,11.69485714,0.0,May,3,2,3,13,Returning_Visitor,False,True
4096,0,0.0,0,0.0,11,1160.0,0.0,0.018181818,20.60836364,0.0,May,2,2,1,4,New_Visitor,False,True
4112,10,1271.5,0,0.0,41,1221.138095,0.0,0.007801418,71.46597872,0.0,May,2,2,2,4,Returning_Visitor,False,True
4122,0,0.0,0,0.0,8,710.0,0.0,0.025,45.4895,0.8,May,1,1,6,4,Returning_Visitor,False,True
4124,0,0.0,0,0.0,10,338.5,0.0,0.02,32.382,0.0,May,2,2,2,1,Returning_Visitor,False,True
4127,0,0.0,0,0.0,11,500.0,0.0,0.02,44.388,0.0,May,2,2,3,2,Returning_Visitor,False,True
4130,11,157.0583333,5,514.0,79,2605.702273,0.0,0.006407828,14.8513125,0.0,May,2,2,7,3,Returning_Visitor,False,True
4134,11,334.75,0,0.0,20,598.7785714,0.0,0.007692308,26.59353846,0.2,May,2,10,1,5,New_Visitor,False,True
4147,0,0.0,0,0.0,21,1296.716667,0.0,0.007017544,70.01826316,0.0,May,2,2,1,2,Returning_Visitor,False,True
4160,2,44.0,2,53.0,8,667.6666667,0.0,0.018181818,56.62363636,0.0,May,2,2,1,4,Returning_Visitor,True,True
